area,cuartos,titulo,oferta,garajes,tocadores,precio,vlradmin,vlrarriendo,tipoinmueble,nombrecontructor,nombreproyecto,barrio,comuna,ciudad,zona,propid,contactnumber,estadoinmueble,idempresa,descripcion,link
203.0,5,"Casa en Venta, Las Mercedes, Itagui",venta,0,3,1200000000,,,Casa,,,LA GLORIA,Las Mercedes,Itagui,,12782-M4174738,3164826325,Usado,5739.0,/inmueble/venta-casa-itagui-la-gloria-5-habitaciones-3-banos/12782-M4174738,https://www.metrocuadrado.com/inmueble/venta-casa-itagui-la-gloria-5-habitaciones-3-banos/12782-M4174738
235.0,3,"Casa en Venta, Suramerica, Itagui",venta,1,4,870000000,392000.0,,Casa,,,SANTA CATALINA,Suramerica,Itagui,,11166-M3654524,3215583194,Usado,5197.0,/inmueble/venta-casa-itagui-santa-catalina-3-habitaciones-4-banos-1-garajes/11166-M3654524,https://www.metrocuadrado.com/inmueble/venta-casa-itagui-santa-catalina-3-habitaciones-4-banos-1-garajes/11166-M3654524
63.0,3,"Apartamento en Venta, Itagui, Itagui",venta,1,2,290000000,173000.0,,Apartamento,,,ITAGUI,Itagui,Itagui,,11813-M3937704,3009114162,Usado,5477.0,/inmueble/venta-apartamento-itagui-itagui-3-habitaciones-2-banos-1-garajes/11813-M3937704,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-itagui-3-habitaciones-2-banos-1-garajes/11813-M3937704
54.0,2,"Apartamento en Venta, Itagui, Itagui",venta,1,2,245000000,,,Apartamento,,,ITAGUI,Itagui,Itagui,,11813-M4585873,3009114162,Usado,5477.0,/inmueble/venta-apartamento-itagui-itagui-2-habitaciones-2-banos-1-garajes/11813-M4585873,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-itagui-2-habitaciones-2-banos-1-garajes/11813-M4585873
108.0,4,"Apartamento en Venta, Itagui, Itagui",venta,0,2,380000000,100000.0,,Apartamento,,,SAN JOSE,Itagui,Itagui,,11813-M4233456,3009114162,Usado,5477.0,/inmueble/venta-apartamento-itagui-san-jose-4-habitaciones-2-banos/11813-M4233456,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-san-jose-4-habitaciones-2-banos/11813-M4233456
230.0,5,"Apartamento en Venta, Itagui, Itagui",venta,0,5,520000000,100000.0,,Apartamento,,,LOS NARANJOS,Itagui,Itagui,,11813-M3938188,3009114162,Usado,5477.0,/inmueble/venta-apartamento-itagui-los-naranjos-5-habitaciones-5-banos/11813-M3938188,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-los-naranjos-5-habitaciones-5-banos/11813-M3938188
108.0,4,"Apartamento en Venta, Itagui, Itagui",venta,0,2,380000000,100000.0,,Apartamento,,,SAN JOSE,Itagui,Itagui,,11813-M3938174,3009114162,Usado,5477.0,/inmueble/venta-apartamento-itagui-san-jose-4-habitaciones-2-banos/11813-M3938174,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-san-jose-4-habitaciones-2-banos/11813-M3938174
87.0,3,"Apartamento en Venta, Itagui, Itagui",venta,0,2,270000000,100000.0,,Apartamento,,,ITAGUI,Itagui,Itagui,,11813-M3938118,3009114162,Usado,5477.0,/inmueble/venta-apartamento-itagui-itagui-3-habitaciones-2-banos/11813-M3938118,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-itagui-3-habitaciones-2-banos/11813-M3938118
210.0,5,"Apartamento en Venta, Itagui, Itagui",venta,0,2,750000000,100000.0,,Apartamento,,,ITAGUI,Itagui,Itagui,,11813-M3938272,3009114162,Usado,5477.0,/inmueble/venta-apartamento-itagui-itagui-5-habitaciones-2-banos/11813-M3938272,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-itagui-5-habitaciones-2-banos/11813-M3938272
54.0,2,"Apartamento en Venta, San Gabriel, Itagui",venta,0,2,178000000,198000.0,,Apartamento,,,SAN GABRIEL,San Gabriel,Itagui,,4673-M4424277,3153002004,Usado,3640.0,/inmueble/venta-apartamento-itagui-san-gabriel-2-habitaciones-2-banos/4673-M4424277,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-san-gabriel-2-habitaciones-2-banos/4673-M4424277
160.0,4,"Casa en Venta, Ditaires, Itagui",venta,2,3,460000000,0.0,0.0,Casa,,,DITAIRES,Ditaires,Itagui,,14991-M4537340,3214173832,Usado,6256.0,/inmueble/venta-casa-itagui-ditaires-4-habitaciones-3-banos-2-garajes/14991-M4537340,https://www.metrocuadrado.com/inmueble/venta-casa-itagui-ditaires-4-habitaciones-3-banos-2-garajes/14991-M4537340
71.5,3,"Apartamento en Venta, Pilsen, Itagui",venta,1,2,400000000,250000.0,,Apartamento,,,DITAIRES,Pilsen,Itagui,,4673-M4422081,3153002004,Usado,3640.0,/inmueble/venta-apartamento-itagui-ditaires-3-habitaciones-2-banos-1-garajes/4673-M4422081,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-ditaires-3-habitaciones-2-banos-1-garajes/4673-M4422081
92.0,3,"Apartamento en Venta, Suramerica, Itagui",venta,2,2,500000000,320000.0,,Apartamento,,,YARUMITO,Suramerica,Itagui,,5175-M4505322,3158574462,Usado,3526.0,/inmueble/venta-apartamento-itagui-yarumito-3-habitaciones-2-banos-2-garajes/5175-M4505322,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-yarumito-3-habitaciones-2-banos-2-garajes/5175-M4505322
110.0,3,"Apartamento en Venta, Simon Bolivar, Itagui",venta,0,2,380000000,,,Apartamento,,,SIMON BOLIVAR,Simon Bolivar,Itagui,,389-M4166225,6043224430,Usado,4239.0,/inmueble/venta-apartamento-itagui-simon-bolivar-3-habitaciones-2-banos/389-M4166225,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-simon-bolivar-3-habitaciones-2-banos/389-M4166225
82.0,3,"Apartamento en Venta, Viviendas Del Sur, Itagui",venta,1,2,386659441,,,Apartamento,,,VIVIENDAS DEL SUR,Viviendas Del Sur,Itagui,,10710-M4537399,6044446891,Usado,4985.0,/inmueble/venta-apartamento-itagui-viviendas-del-sur-3-habitaciones-2-banos-1-garajes/10710-M4537399,https://www.metrocuadrado.com/inmueble/venta-apartamento-itagui-viviendas-del-sur-3-habitaciones-2-banos-1-garajes/10710-M4537399
1200.0,4,"Casa en Venta, LOMA DEL CHOCHO, Envigado",venta,2,5,2700000000,0.0,0.0,Casa,,,LOMA DEL CHOCHO,LOMA DEL CHOCHO,Envigado,,14633-M4078066,3168644353,Usado,6150.0,/inmueble/venta-casa-envigado-loma-del-chocho-4-habitaciones-5-banos-2-garajes/14633-M4078066,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-loma-del-chocho-4-habitaciones-5-banos-2-garajes/14633-M4078066
460.0,4,"Casa en Venta, envigado el esmeraldal, Envigado",venta,4,5,4350000000,1350000.0,0.0,Casa,,,ENVIGADO EL ESMERALDAL,envigado el esmeraldal,Envigado,,15937-M4355477,3016388570,Usado,6521.0,/inmueble/venta-casa-envigado-envigado-el-esmeraldal-4-habitaciones-5-banos-4-garajes/15937-M4355477,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-envigado-el-esmeraldal-4-habitaciones-5-banos-4-garajes/15937-M4355477
481.0,4,"Casa en Venta, ENVIGADO, Envigado",venta,4,5,2600000000,240000.0,0.0,Casa,,,ENVIGADO,ENVIGADO,Envigado,,687-M3563798,3044865460,Usado,2669.0,/inmueble/venta-casa-envigado-envigado-4-habitaciones-5-banos-4-garajes/687-M3563798,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-envigado-4-habitaciones-5-banos-4-garajes/687-M3563798
250.0,5,"Casa en Venta, Loma del Escobero, Envigado",venta,2,3,985000000,450000.0,0.0,Casa,,,LOMA DEL ESCOBERO,Loma del Escobero,Envigado,,12938-M4155087,3104362582,Usado,5777.0,/inmueble/venta-casa-envigado-loma-del-escobero-5-habitaciones-3-banos-2-garajes/12938-M4155087,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-loma-del-escobero-5-habitaciones-3-banos-2-garajes/12938-M4155087
350.0,3,"Casa en Venta, Alto de Palmas, Envigado",venta,4,3,1600000000,650000.0,0.0,Casa,,,ALTO DE PALMAS,Alto de Palmas,Envigado,,687-M2773700,3044865460,Usado,2669.0,/inmueble/venta-casa-envigado-alto-de-palmas-3-habitaciones-3-banos-4-garajes/687-M2773700,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-alto-de-palmas-3-habitaciones-3-banos-4-garajes/687-M2773700
347.0,4,"Casa en Venta, LOMA LAS BRUJAS, Envigado",venta,2,4,3500000000,0.0,0.0,Casa,,,LOMA LAS BRUJAS,LOMA LAS BRUJAS,Envigado,,14633-M3846300,3168644353,Usado,6150.0,/inmueble/venta-casa-envigado-loma-las-brujas-4-habitaciones-4-banos-2-garajes/14633-M3846300,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-loma-las-brujas-4-habitaciones-4-banos-2-garajes/14633-M3846300
123.0,3,"Apartamento en Venta, LA FRONTERA, Envigado",venta,2,4,750000000,437000.0,0.0,Apartamento,,,LA FRONTERA,LA FRONTERA,Envigado,,15317-M4061509,3002609254,Usado,6357.0,/inmueble/venta-apartamento-envigado-la-frontera-3-habitaciones-4-banos-2-garajes/15317-M4061509,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-la-frontera-3-habitaciones-4-banos-2-garajes/15317-M4061509
112.0,3,"Apartamento en Venta, LOMA DE LAS BRUJAS, Envigado",venta,1,3,750000000,350000.0,0.0,Apartamento,,,LOMA DE LAS BRUJAS,LOMA DE LAS BRUJAS,Envigado,,15653-M4443751,3046486898,Usado,6392.0,/inmueble/venta-apartamento-envigado-loma-de-las-brujas-3-habitaciones-3-banos-1-garajes/15653-M4443751,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-loma-de-las-brujas-3-habitaciones-3-banos-1-garajes/15653-M4443751
147.0,3,"Apartamento en Venta, Otra Parte, Envigado",venta,2,4,890000000,930000.0,0.0,Apartamento,,,OTRA PARTE,Otra Parte,Envigado,,14473-M4539066,3004780571,Usado,6126.0,/inmueble/venta-apartamento-envigado-otra-parte-3-habitaciones-4-banos-2-garajes/14473-M4539066,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-otra-parte-3-habitaciones-4-banos-2-garajes/14473-M4539066
69.0,2,"Apartamento en Venta, ENVIGADO, Envigado",venta,2,2,480000000,305000.0,0.0,Apartamento,,,ENVIGADO,ENVIGADO,Envigado,,687-M4011443,3044865460,Usado,2669.0,/inmueble/venta-apartamento-envigado-envigado-2-habitaciones-2-banos-2-garajes/687-M4011443,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-envigado-2-habitaciones-2-banos-2-garajes/687-M4011443
154.0,2,"Apartamento en Venta, ENVIGADO, Envigado",venta,2,3,1265000000,1197067.0,0.0,Apartamento,,,ENVIGADO,ENVIGADO,Envigado,,687-M4011217,3044865460,Usado,2669.0,/inmueble/venta-apartamento-envigado-envigado-2-habitaciones-3-banos-2-garajes/687-M4011217,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-envigado-2-habitaciones-3-banos-2-garajes/687-M4011217
200.0,3,"Apartamento en Venta, ENVIGADO, Envigado",venta,2,5,1030000000,940000.0,0.0,Apartamento,,,ENVIGADO,ENVIGADO,Envigado,,687-M3564131,3044865460,Usado,2669.0,/inmueble/venta-apartamento-envigado-envigado-3-habitaciones-5-banos-2-garajes/687-M3564131,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-envigado-3-habitaciones-5-banos-2-garajes/687-M3564131
750.0,5,"Casa en Venta, Las Palmas, Envigado",venta,4,5,4000000000,750000.0,,Casa,,,LAS PALMAS,Las Palmas,Envigado,,2671-M3535189,3208626266,Usado,3383.0,/inmueble/venta-casa-envigado-las-palmas-5-habitaciones-5-banos-4-garajes/2671-M3535189,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-las-palmas-5-habitaciones-5-banos-4-garajes/2671-M3535189
322.0,4,"Casa en Venta, El Chocho  Envigado, Envigado",venta,4,5,3500000000,1230000.0,,Casa,,,EL CHOCHO  ENVIGADO,El Chocho  Envigado,Envigado,,2671-M4349097,3208626266,Usado,3383.0,"/inmueble/venta-casa-envigado-el-chocho,-envigado-4-habitaciones-5-banos-4-garajes/2671-M4349097","https://www.metrocuadrado.com/inmueble/venta-casa-envigado-el-chocho,-envigado-4-habitaciones-5-banos-4-garajes/2671-M4349097"
270.0,5,"Casa en Venta, Loma Del Escobero, Envigado",venta,4,5,1730000000,,,Casa,,,LOMA DEL ESCOBERO,Loma Del Escobero,Envigado,,4660-M4565032,3011976713,Usado,3195.0,/inmueble/venta-casa-envigado-loma-del-escobero-5-habitaciones-5-banos-4-garajes/4660-M4565032,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-loma-del-escobero-5-habitaciones-5-banos-4-garajes/4660-M4565032
530.0,5,"Casa en Venta, Loma Del Escobero, Envigado",venta,4,5,2700000000,,,Casa,,,LOMA DEL ESCOBERO,Loma Del Escobero,Envigado,,4660-M4565028,3011976713,Usado,3195.0,/inmueble/venta-casa-envigado-loma-del-escobero-5-habitaciones-5-banos-4-garajes/4660-M4565028,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-loma-del-escobero-5-habitaciones-5-banos-4-garajes/4660-M4565028
847.45,4,"Casa en Venta, Alto De Palmas El Poblado, Envigado",venta,4,5,5700000000,,,Casa,,,ALTO DE PALMAS EL POBLADO,Alto De Palmas El Poblado,Envigado,,2671-M4460474,3208626266,Usado,3383.0,/inmueble/venta-casa-envigado-alto-de-palmas-el-poblado-4-habitaciones-5-banos-4-garajes/2671-M4460474,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-alto-de-palmas-el-poblado-4-habitaciones-5-banos-4-garajes/2671-M4460474
847.45,4,"Casa en Venta, Alto De Palmas El Poblado, Envigado",venta,4,5,19000000000,,,Casa,,,ALTO DE PALMAS EL POBLADO,Alto De Palmas El Poblado,Envigado,,2671-M4293589,3208626266,Usado,3383.0,/inmueble/venta-casa-envigado-alto-de-palmas-el-poblado-4-habitaciones-5-banos-4-garajes/2671-M4293589,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-alto-de-palmas-el-poblado-4-habitaciones-5-banos-4-garajes/2671-M4293589
570.0,3,"Casa en Venta, Alto De Palmas, Envigado",venta,4,5,4000000000,,,Casa,,,ALTO DE PALMAS,Alto De Palmas,Envigado,,4660-M4576394,3011976713,Usado,3195.0,/inmueble/venta-casa-envigado-alto-de-palmas-3-habitaciones-5-banos-4-garajes/4660-M4576394,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-alto-de-palmas-3-habitaciones-5-banos-4-garajes/4660-M4576394
2555.0,4,"Casa en Venta, El Escobero, Envigado",venta,4,5,4100000000,,,Casa,,,ZONA CENTRO,El Escobero,Envigado,,2671-M4502176,3208626266,Usado,3383.0,/inmueble/venta-casa-envigado-zona-centro-4-habitaciones-5-banos-4-garajes/2671-M4502176,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-zona-centro-4-habitaciones-5-banos-4-garajes/2671-M4502176
131.0,5,"Casa en Venta, Loma De Las Brujas, Envigado",venta,2,5,730000000,413000.0,,Casa,,,LA PRADERA,Loma De Las Brujas,Envigado,,4660-M4564953,3011976713,Usado,3195.0,/inmueble/venta-casa-envigado-la-pradera-5-habitaciones-5-banos-2-garajes/4660-M4564953,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-la-pradera-5-habitaciones-5-banos-2-garajes/4660-M4564953
78.0,2,"Apartamento en Venta, El Esmeraldal, Envigado",venta,2,2,600000000,340000.0,,Apartamento,,,EL ESMERALDAL,El Esmeraldal,Envigado,,175-M4490672,3013043094,Usado,4059.0,/inmueble/venta-apartamento-envigado-el-esmeraldal-2-habitaciones-2-banos-2-garajes/175-M4490672,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-el-esmeraldal-2-habitaciones-2-banos-2-garajes/175-M4490672
3650.0,5,"Casa en Venta, Las Palmas El Poblado, Envigado",venta,4,5,7000000000,1000000.0,,Casa,,,LAS PALMAS EL POBLADO,Las Palmas El Poblado,Envigado,,2671-M4574094,3208626266,Usado,3383.0,/inmueble/venta-casa-envigado-las-palmas-el-poblado-5-habitaciones-5-banos-4-garajes/2671-M4574094,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-las-palmas-el-poblado-5-habitaciones-5-banos-4-garajes/2671-M4574094
430.0,3,"Apartamento en Venta, Loma De Las Brujas, Envigado",venta,3,4,2500000000,900000.0,0.0,Apartamento,,,LOMA DE LAS BRUJAS,Loma De Las Brujas,Envigado,,11714-M3108196,3105080492,Usado,5447.0,/inmueble/venta-apartamento-envigado-loma-de-las-brujas-3-habitaciones-4-banos-3-garajes/11714-M3108196,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-loma-de-las-brujas-3-habitaciones-4-banos-3-garajes/11714-M3108196
100.0,3,"Apartamento en Venta, Cumbres, Envigado",venta,2,2,705000000,404000.0,,Apartamento,,,LA INMACULADA,Cumbres,Envigado,,12383-M4276598,3152303221,Usado,5617.0,/inmueble/venta-apartamento-envigado-la-inmaculada-3-habitaciones-2-banos-2-garajes/12383-M4276598,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-la-inmaculada-3-habitaciones-2-banos-2-garajes/12383-M4276598
318.0,4,"Casa en Venta, El Chocho  Envigado, Envigado",venta,4,5,1800000000,1318000.0,,Casa,,,EL CHOCHO  ENVIGADO,El Chocho  Envigado,Envigado,,2671-M4056800,3208626266,Usado,3383.0,"/inmueble/venta-casa-envigado-el-chocho,-envigado-4-habitaciones-5-banos-4-garajes/2671-M4056800","https://www.metrocuadrado.com/inmueble/venta-casa-envigado-el-chocho,-envigado-4-habitaciones-5-banos-4-garajes/2671-M4056800"
116.0,3,"Apartamento en Venta, Loma Los Mesa, Envigado",venta,2,3,860000000,553213.0,,Apartamento,,,LOMA LOS MESA,Loma Los Mesa,Envigado,,12383-M4276272,3152303221,Usado,5617.0,/inmueble/venta-apartamento-envigado-loma-los-mesa-3-habitaciones-3-banos-2-garajes/12383-M4276272,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-loma-los-mesa-3-habitaciones-3-banos-2-garajes/12383-M4276272
180.0,3,"Casa en Venta, La Calleja, Envigado",venta,4,4,1200000000,730000.0,,Casa,,,ZA¿A¿IGA,La Calleja,Envigado,,16215-M4586630,3174253324,Usado,6799.0,/inmueble/venta-casa-envigado-za¿a¿iga-3-habitaciones-4-banos-4-garajes/16215-M4586630,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-za¿a¿iga-3-habitaciones-4-banos-4-garajes/16215-M4586630
178.0,4,"Apartamento en Venta, Cumbres, Envigado",venta,2,5,1350000000,800000.0,,Apartamento,,,LA INMACULADA,Cumbres,Envigado,,13297-M4585934,3013077464,Usado,5864.0,/inmueble/venta-apartamento-envigado-la-inmaculada-4-habitaciones-5-banos-2-garajes/13297-M4585934,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-la-inmaculada-4-habitaciones-5-banos-2-garajes/13297-M4585934
93.0,3,"Apartamento en Venta, Loma Del Esmeraldal, Envigado",venta,1,3,535000000,,,Apartamento,,,LA PRADERA,Loma Del Esmeraldal,Envigado,,11083-M4128349,6043026899,Usado,5159.0,/inmueble/venta-apartamento-envigado-la-pradera-3-habitaciones-3-banos-1-garajes/11083-M4128349,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-la-pradera-3-habitaciones-3-banos-1-garajes/11083-M4128349
120.0,2,"Apartamento en Venta, Loma De Las Brujas, Envigado",venta,2,3,750000000,581000.0,,Apartamento,,,EL CHINGUA,Loma De Las Brujas,Envigado,,12383-M4277156,3152303221,Usado,5617.0,/inmueble/venta-apartamento-envigado-el-chingua-2-habitaciones-3-banos-2-garajes/12383-M4277156,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-el-chingua-2-habitaciones-3-banos-2-garajes/12383-M4277156
90.0,2,"Apartamento en Venta, Loma Del Escobero, Envigado",venta,1,3,430000000,377300.0,,Apartamento,,,SAN SEBASTIAN,Loma Del Escobero,Envigado,,12782-M4533211,3164826325,Usado,5739.0,/inmueble/venta-apartamento-envigado-san-sebastian-2-habitaciones-3-banos-1-garajes/12782-M4533211,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-san-sebastian-2-habitaciones-3-banos-1-garajes/12782-M4533211
92.37,3,"Apartamento en Venta, Rosellon, Envigado",venta,2,2,530000000,344700.0,,Apartamento,,,EL DIAMANTE NO 2,Rosellon,Envigado,,2444-M3352198,3004296595,Usado,3632.0,/inmueble/venta-apartamento-envigado-el-diamante-no.2-3-habitaciones-2-banos-2-garajes/2444-M3352198,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-el-diamante-no.2-3-habitaciones-2-banos-2-garajes/2444-M3352198
2110.0,3,"Casa en Venta, Alto De Las Palmas Envigado, Envigado",venta,4,4,7000000000,900000.0,,Casa,,,ALTO DE LAS PALMAS ENVIGADO,Alto De Las Palmas Envigado,Envigado,,2671-M4569559,3208626266,Usado,3383.0,/inmueble/venta-casa-envigado-alto-de-las-palmas-envigado-3-habitaciones-4-banos-4-garajes/2671-M4569559,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-alto-de-las-palmas-envigado-3-habitaciones-4-banos-4-garajes/2671-M4569559
915.0,5,"Casa en Venta, Loma Escobero, Envigado",venta,4,5,2500000000,230000.0,,Casa,,,LOMA ESCOBERO,Loma Escobero,Envigado,,14658-M4129731,3126517163,Usado,6157.0,/inmueble/venta-casa-envigado-loma-escobero-5-habitaciones-5-banos-4-garajes/14658-M4129731,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-loma-escobero-5-habitaciones-5-banos-4-garajes/14658-M4129731
1164.0,4,"Casa en Venta, Loma Del Escobero, Envigado",venta,4,4,1800000000,240000.0,,Casa,,,ZONA CENTRO,Loma Del Escobero,Envigado,,11704-M4519208,3108926737,Usado,5440.0,/inmueble/venta-casa-envigado-zona-centro-4-habitaciones-4-banos-4-garajes/11704-M4519208,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-zona-centro-4-habitaciones-4-banos-4-garajes/11704-M4519208
72.0,2,"Apartamento en Venta, Loma Del Barro, Envigado",venta,1,2,390000000,320000.0,,Apartamento,,,LOMA DEL BARRO,Loma Del Barro,Envigado,,3267-M4060306,3216199641,Usado,2969.0,/inmueble/venta-apartamento-envigado-loma-del-barro-2-habitaciones-2-banos-1-garajes/3267-M4060306,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-loma-del-barro-2-habitaciones-2-banos-1-garajes/3267-M4060306
304.0,3,"Casa en Venta, Envigado Loma Escobero, Envigado",venta,4,4,1450000000,910000.0,,Casa,,,ENVIGADO LOMA ESCOBERO,Envigado Loma Escobero,Envigado,,11704-M4538969,3108926737,Usado,5440.0,/inmueble/venta-casa-envigado-envigado-loma-escobero-3-habitaciones-4-banos-4-garajes/11704-M4538969,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-envigado-loma-escobero-3-habitaciones-4-banos-4-garajes/11704-M4538969
150.0,3,"Apartamento en Venta, Cumbres, Envigado",venta,2,5,1100000000,750000.0,,Apartamento,,,LA INMACULADA,Cumbres,Envigado,,12383-M4554336,3152303221,Usado,5617.0,/inmueble/venta-apartamento-envigado-la-inmaculada-3-habitaciones-5-banos-2-garajes/12383-M4554336,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-la-inmaculada-3-habitaciones-5-banos-2-garajes/12383-M4554336
113.0,3,"Apartamento en Venta, Loma De Las Brujas, Envigado",venta,2,3,825000000,409000.0,,Apartamento,,,LOMA DE LAS BRUJAS,Loma De Las Brujas,Envigado,,2398-M4567972,3004492999,Usado,3132.0,/inmueble/venta-apartamento-envigado-loma-de-las-brujas-3-habitaciones-3-banos-2-garajes/2398-M4567972,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-loma-de-las-brujas-3-habitaciones-3-banos-2-garajes/2398-M4567972
1000.0,2,"Casa en Venta, Loma Del Escobero, Envigado",venta,4,3,1200000000,221134.0,,Casa,,,LOMA DEL ESCOBERO,Loma Del Escobero,Envigado,,10159-M4579703,6017498752,Usado,4555.0,/inmueble/venta-casa-envigado-loma-del-escobero-2-habitaciones-3-banos-4-garajes/10159-M4579703,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-loma-del-escobero-2-habitaciones-3-banos-4-garajes/10159-M4579703
120.0,3,"Apartamento en Venta, Loma De Las Brujas, Envigado",venta,2,4,690000000,481290.0,,Apartamento,,,EL CHINGUA,Loma De Las Brujas,Envigado,,12383-M4109339,3152303221,Usado,5617.0,/inmueble/venta-apartamento-envigado-el-chingua-3-habitaciones-4-banos-2-garajes/12383-M4109339,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-el-chingua-3-habitaciones-4-banos-2-garajes/12383-M4109339
150.0,4,"Casa en Venta, La Cuenca, Envigado",venta,2,4,760000000,395000.0,,Casa,,,QUINTAS DE LOS ALMENDROS,La Cuenca,Envigado,,12383-M3999895,3152303221,Usado,5617.0,/inmueble/venta-casa-envigado-quintas-de-los-almendros-4-habitaciones-4-banos-2-garajes/12383-M3999895,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-quintas-de-los-almendros-4-habitaciones-4-banos-2-garajes/12383-M3999895
84.1,3,"Apartamento en Venta, Trianon, Envigado",venta,2,2,640000000,213100.0,,Apartamento,,,TRIANON,Trianon,Envigado,,12383-M3967071,3152303221,Usado,5617.0,/inmueble/venta-apartamento-envigado-trianon-3-habitaciones-2-banos-2-garajes/12383-M3967071,https://www.metrocuadrado.com/inmueble/venta-apartamento-envigado-trianon-3-habitaciones-2-banos-2-garajes/12383-M3967071
2851.0,3,"Casa en Venta, Alto De Palmas, Envigado",venta,2,5,3200000000,900000.0,,Casa,,,ALTO DE PALMAS,Alto De Palmas,Envigado,,11704-M4426600,3216184112,Usado,5440.0,/inmueble/venta-casa-envigado-alto-de-palmas-3-habitaciones-5-banos-2-garajes/11704-M4426600,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-alto-de-palmas-3-habitaciones-5-banos-2-garajes/11704-M4426600
540.0,4,"Casa en Venta, Alto De Las Palmas, Envigado",venta,4,4,5300000000,850000.0,,Casa,,,ALTO DE LAS PALMAS,Alto De Las Palmas,Envigado,,16065-M4470025,3167498300,Usado,6649.0,/inmueble/venta-casa-envigado-alto-de-las-palmas-4-habitaciones-4-banos-4-garajes/16065-M4470025,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-alto-de-las-palmas-4-habitaciones-4-banos-4-garajes/16065-M4470025
2110.0,3,"Casa en Venta, Alto De Las Palmas Envigado, Envigado",venta,4,4,6500000000,900000.0,,Casa,,,ALTO DE LAS PALMAS ENVIGADO,Alto De Las Palmas Envigado,Envigado,,2671-M4569226,3208626266,Usado,3383.0,/inmueble/venta-casa-envigado-alto-de-las-palmas-envigado-3-habitaciones-4-banos-4-garajes/2671-M4569226,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-alto-de-las-palmas-envigado-3-habitaciones-4-banos-4-garajes/2671-M4569226
300.0,3,"Casa en Venta, Sector La Meseta, Envigado",venta,4,3,2700000000,,,Casa,,,SECTOR LA MESETA,Sector La Meseta,Envigado,,12383-M4412373,3152303221,Usado,5617.0,/inmueble/venta-casa-envigado-sector-la-meseta-3-habitaciones-3-banos-4-garajes/12383-M4412373,https://www.metrocuadrado.com/inmueble/venta-casa-envigado-sector-la-meseta-3-habitaciones-3-banos-4-garajes/12383-M4412373
